1.09698	-16.0919
0.0991266	-2.68525
2.68859	-0.986342
-1.349	-2.63901
2.7058	-6.26357
-5.18421	-5.04294
-1.64592	-4.62193
-5.80842	-5.19586
1.86958	-3.00766
3.42908	-4.20628
-0.340651	-5.83202
4.05146	-5.07472
2.9508	-5.99772
1.71358	-4.65862
4.45352	-3.28501
-13.1508	-24.4235
-15.9253	-27.8858
-19.9337	-22.2845
-14.9893	-31.2104
-16.9102	-30.2381
-15.5671	-29.1744
-13.6344	-30.6394
-13.169	-28.6965
-6.59012	-28.2484
-2.11363	-20.235
-2.3444	-20.8286
-2.34963	-22.6665
-0.451609	-23.3197
1.20968	-22.8635
2.02969	-23.5934
5.70256	-24.5631
5.31348	-23.284
6.86272	-23.6655
6.64292	-23.5238
8.33381	-24.2681
7.12798	-25.4217
1.25497	-17.819
-0.954801	-22.7906
-0.806704	-28.3955
-1.72417	-32.1005
-2.02776	-34.261
-0.998539	-37.0951
-1.53017	-38.6502
-4.96441	-37.3653
-4.62118	-36.9266
-6.54034	-35.1036
-5.66898	-35.4549
-0.499612	-23.5193
-2.09072	-33.2742
-1.84785	-38.595
-3.53555	-37.9673
-6.67819	-35.9834
-9.63064	-37.4926
-9.6045	-37.1202
-9.21959	-36.3011
-8.97233	-37.0637
-6.08706	-37.917
0.900363	-38.5908
1.31262	-33.0156
-3.39155	-24.8683
-5.12171	-26.5065
-3.50685	-30.7403
-2.75521	-30.6654
-2.3389	-31.323
-1.36267	-31.083
1.79332	-32.5074
1.16798	-30.998
1.87168	-21.6966
-1.61695	-17.9348
-3.04991	-20.3372
-4.34007	-18.9559
-5.03677	-19.9543
-4.01502	-21.6448
-4.2444	-23.7638
-4.05073	-27.3322
-6.87819	-25.9781
-7.11288	-24.759
-9.85882	-15.7056
-9.6478	-14.8464
-5.82761	-16.5124
-5.00788	-23.8272
-6.74408	-23.6374
-7.66681	-26.1108
-7.72767	-26.8943
-10.0286	-26.8293
-9.57778	-28.4066
-7.25085	-32.2021
-5.2189	-33.6351
-3.52733	-30.7125
-2.06755	-28.902
-6.89185	-26.1197
-7.61373	-20.1818
-6.76052	-21.3299
-10.9156	-18.7005
-11.447	-13.8825
-6.35787	-13.4864
0.501012	-13.0108
0.521649	-4.68416
-6.88516	-8.97615
-15.4662	-6.66686
-6.13058	-4.80737
4.09808	-7.94909
-2.75252	-11.1584
-0.994744	-15.8892
2.05832	-12.4569
0.464402	-26.1883
0.374436	-25.7237
0.0128352	-22.6198
-4.94427	-22.7537
-6.3228	-21.4921
-2.26143	-23.7579
0.909032	-27.3735
-0.715679	-25.7972
-3.60487	-19.8929
-2.54808	-15.2223
1.14715	-16.3026
7.6719	-7.36051
0.28068	-3.44159
-3.67553	-8.26862
-13.8087	-13.4217
-13.8567	-5.39557
-13.164	-3.50744
-10.602	-3.56931
-18.42	0.496473
-13.5181	-8.39266
-13.4688	-14.7618
-2.67617	-11.4622
-4.34511	-21.6154
2.4822	-13.2005
3.21112	-9.67688
4.42615	-9.93969
3.80422	-5.62338
5.17397	-3.85315
2.81187	-0.708495
9.51323	-1.09886
7.52283	4.06979
3.59421	-1.71845
-1.08698	-11.0913
2.03048	-19.6064
-0.349098	-27.4564
5.22342	-22.9069
5.0979	-10.4274
-1.60733	-10.1013
-7.46815	-22.4031
-4.62232	-28.2946
-8.30133	-26.8944
-7.46712	-27.8514
-6.56959	-28.5588
